recharge_id,date,heure,user_id,numero_compteur,zone_id,region,type_compteur,montant_brut,redevance,taxe_communale,montant_net,kwh_obtenus,cumul_mois_avant,tranche_finale,economie_baisse,canal_paiement,statut
6409,2026-01-26,19:28,2934,SN09425967,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6410,2026-02-01,13:21,2934,SN09425967,9,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Free Money,succes
6411,2026-02-04,08:57,2934,SN09425967,9,Diourbel,DPP,5000,429,125.0,4446.0,54.22,20.7,1,493.94,Orange Money,succes
6412,2026-01-27,10:53,2934,SN09425967,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,5.47,1,324.95,Orange Money,succes
6413,2026-01-26,16:56,2935,SN09503412,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
6414,2026-02-01,12:54,2935,SN09503412,9,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6415,2026-01-26,10:59,2936,SN18637118,18,Tambacounda,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
6416,2026-02-01,10:38,2936,SN18637118,18,Tambacounda,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
6417,2026-01-27,18:35,2936,SN18637118,18,Tambacounda,DPP,1000,0,25.0,975.0,11.89,6.93,1,108.32,Wave,succes
6418,2026-02-04,08:56,2936,SN18637118,18,Tambacounda,DPP,5000,429,125.0,4446.0,54.22,23.95,1,493.94,Orange Money,succes
6419,2026-01-26,11:43,2937,SN21571955,21,Kaffrine,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
6420,2026-02-01,17:22,2937,SN21571955,21,Kaffrine,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6421,2026-01-26,10:28,2938,SN19479141,19,Ziguinchor,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
6422,2026-01-26,13:58,2939,SN14643983,14,Kaolack,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
6423,2026-02-01,09:30,2939,SN14643983,14,Kaolack,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6424,2026-01-29,18:42,2939,SN14643983,14,Kaolack,DPP,5000,0,125.0,4875.0,59.45,14.78,1,541.59,Orange Money,succes
6425,2026-02-12,09:59,2939,SN14643983,14,Kaolack,DPP,3000,0,75.0,2925.0,35.67,57.45,1,324.95,Orange Money,succes
6426,2026-02-02,11:29,2939,SN14643983,14,Kaolack,DPP,9500,429,375.0,14196.0,112.95500000000001,6.01,2,0.0,Orange Money,succes
6427,2026-01-26,10:27,2940,SN02673861,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6428,2026-02-01,18:34,2940,SN02673861,2,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Wave,succes
6429,2026-02-23,13:36,2940,SN02673861,2,Dakar,DPP,1000,0,25.0,975.0,7.14,190.94,2,0.0,Wave,succes
6430,2026-01-26,13:22,2941,SN11358771,11,Saint-Louis,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6431,2026-02-01,13:41,2941,SN11358771,11,Saint-Louis,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6432,2026-01-26,13:49,2942,SN01904205,1,Dakar,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Wave,succes
6433,2026-01-26,15:43,2943,SN09380237,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6434,2026-02-01,19:29,2943,SN09380237,9,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
6435,2026-01-26,19:23,2944,SN09619475,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6436,2026-02-01,13:21,2944,SN09619475,9,Diourbel,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6437,2026-01-30,14:54,2944,SN09619475,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,20.41,1,541.59,Wave,succes
6438,2026-02-06,20:35,2944,SN09619475,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,28.6,1,324.95,Wave,succes
6439,2026-01-26,11:59,2945,SN05945148,5,Thiès,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
6440,2026-01-26,15:01,2946,SN04176634,4,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
6441,2026-02-01,15:10,2946,SN04176634,4,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6442,2026-02-15,09:46,2946,SN04176634,4,Dakar,DPP,5000,0,125.0,4875.0,56.17,98.77,2,0.0,Wave,succes
6443,2026-01-26,18:33,2947,SN09117594,9,Diourbel,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Orange Money,succes
6444,2026-01-26,08:08,2948,SN02229133,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
6445,2026-02-01,10:19,2948,SN02229133,2,Dakar,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6446,2026-01-27,20:11,2948,SN02229133,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,5.44,1,216.64,Orange Money,succes
6447,2026-01-26,08:14,2949,SN10227466,10,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6448,2026-01-26,18:06,2950,SN01309993,1,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
6449,2026-01-26,20:09,2951,SN21381788,21,Kaffrine,PPP,5000,0,125.0,4875.0,33.07,0.0,1,541.69,Orange Money,succes
6450,2026-02-01,13:57,2951,SN21381788,21,Kaffrine,PPP,9500,429,500.0,19071.0,111.63,0.0,2,0.0,Orange Money,succes
6451,2026-02-07,10:26,2951,SN21381788,21,Kaffrine,PPP,2000,0,50.0,1950.0,10.27,80.35,2,0.0,Orange Money,succes
6452,2026-02-02,10:48,2951,SN21381788,21,Kaffrine,PPP,9500,429,250.0,9321.0,56.69,16.04,2,0.0,Orange Money,succes
6453,2026-01-26,18:25,2952,SN19643598,19,Ziguinchor,PPP,5000,0,125.0,4875.0,33.07,0.0,1,541.69,Orange Money,succes
6454,2026-01-26,18:33,2953,SN09576829,9,Diourbel,PPP,5000,0,125.0,4875.0,33.07,0.0,1,541.69,Wave,succes
6455,2026-02-01,14:08,2953,SN09576829,9,Diourbel,PPP,5000,429,125.0,4446.0,30.16,0.0,1,494.02,Orange Money,succes
6456,2026-01-31,12:58,2953,SN09576829,9,Diourbel,PPP,2000,0,50.0,1950.0,10.27,97.62,2,0.0,Wave,succes
6457,2026-02-22,13:30,2953,SN09576829,9,Diourbel,PPP,3000,0,75.0,2925.0,15.41,414.62,2,0.0,Orange Money,succes
6458,2026-01-26,17:19,2954,SN01737284,1,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6459,2026-02-01,20:02,2954,SN01737284,1,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
6460,2026-01-26,09:00,2955,SN09183872,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6461,2026-02-01,10:58,2955,SN09183872,9,Diourbel,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6462,2026-01-26,11:07,2956,SN18982708,18,Tambacounda,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6463,2026-02-01,10:11,2956,SN18982708,18,Tambacounda,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Agence Senelec,succes
6464,2026-01-29,18:54,2956,SN18982708,18,Tambacounda,DPP,5000,0,125.0,4875.0,59.45,13.59,1,541.59,Wave,succes
6465,2026-01-26,16:19,2957,SN04694632,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6466,2026-02-01,18:24,2957,SN04694632,4,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Free Money,succes
6467,2026-01-26,20:36,2958,SN13366728,13,Kaolack,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6468,2026-02-01,19:22,2958,SN13366728,13,Kaolack,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6469,2026-02-19,18:04,2958,SN13366728,13,Kaolack,DPP,5000,0,125.0,4875.0,41.41,135.74,2,0.0,Wave,succes
6470,2026-02-18,11:31,2958,SN13366728,13,Kaolack,DPP,3000,0,75.0,2925.0,29.82,128.98,2,0.0,Orange Money,succes
6471,2026-02-11,12:07,2958,SN13366728,13,Kaolack,DPP,1000,0,25.0,975.0,11.89,75.71,1,108.32,Orange Money,succes
6472,2026-02-22,12:26,2958,SN13366728,13,Kaolack,DPP,5000,0,125.0,4875.0,35.72,158.5,2,0.0,Orange Money,succes
6473,2026-02-20,20:06,2958,SN13366728,13,Kaolack,DPP,2000,0,50.0,1950.0,17.01,143.18,2,0.0,Wave,succes
6474,2026-01-26,16:02,2959,SN10620051,10,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6475,2026-02-01,11:01,2959,SN10620051,10,Diourbel,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Wave,succes
6476,2026-01-26,16:56,2960,SN04848157,4,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
6477,2026-01-26,18:26,2961,SN08318090,8,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
6478,2026-01-26,08:18,2962,SN02929420,2,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6479,2026-02-01,17:16,2962,SN02929420,2,Dakar,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Free Money,succes
6480,2026-01-26,12:25,2963,SN03211236,3,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6481,2026-02-01,10:18,2963,SN03211236,3,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6482,2026-02-23,08:29,2963,SN03211236,3,Dakar,DPP,3000,0,75.0,2925.0,21.43,182.65,2,0.0,Orange Money,succes
6483,2026-01-26,15:49,2964,SN03893783,3,Dakar,PPP,1000,0,25.0,975.0,6.61,0.0,1,108.27,Orange Money,succes
6484,2026-01-26,17:21,2965,SN13962840,13,Kaolack,PPP,1000,0,25.0,975.0,6.61,0.0,1,108.27,Orange Money,succes
6485,2026-01-26,17:33,2966,SN03442645,3,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6486,2026-01-26,14:03,2967,SN05588195,5,Thiès,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Free Money,succes
6487,2026-02-01,11:14,2967,SN05588195,5,Thiès,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Wave,succes
6488,2026-02-20,15:31,2967,SN05588195,5,Thiès,DPP,2000,0,50.0,1950.0,23.78,103.72,1,216.64,Orange Money,succes
6489,2026-01-26,09:14,2968,SN17129154,17,Kolda,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6490,2026-01-26,19:27,2969,SN05953310,5,Thiès,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6491,2026-02-01,15:56,2969,SN05953310,5,Thiès,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
6492,2026-01-26,17:39,2970,SN03604220,3,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
6493,2026-02-01,19:20,2970,SN03604220,3,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6494,2026-02-16,11:07,2970,SN03604220,3,Dakar,DPP,5000,0,125.0,4875.0,54.38,103.25,2,0.0,Orange Money,succes
6495,2026-01-26,12:05,2971,SN09955237,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
6496,2026-01-26,10:46,2972,SN05935980,5,Thiès,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Orange Money,succes
6497,2026-01-26,08:44,2973,SN23246761,23,Sédhiou,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6498,2026-01-26,18:39,2974,SN09468767,9,Diourbel,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Orange Money,succes
6499,2026-02-01,19:27,2974,SN09468767,9,Diourbel,PPP,9500,429,500.0,19071.0,111.63,0.0,2,0.0,Orange Money,succes
6500,2026-02-16,17:15,2974,SN09468767,9,Diourbel,PPP,3000,0,75.0,2925.0,15.41,343.73,2,0.0,Orange Money,succes
6501,2026-02-22,09:12,2974,SN09468767,9,Diourbel,PPP,1000,0,25.0,975.0,5.14,472.15,2,0.0,Orange Money,succes
6502,2026-01-26,08:59,2975,SN04637454,4,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6503,2026-01-26,09:54,2976,SN02381722,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6504,2026-02-01,09:53,2976,SN02381722,2,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
6505,2026-02-09,14:38,2976,SN02381722,2,Dakar,DPP,3000,0,75.0,2925.0,35.67,53.6,1,324.95,Wave,succes
6506,2026-01-26,14:35,2977,SN03851805,3,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6507,2026-01-26,20:06,2978,SN04125443,4,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6508,2026-01-26,19:17,2979,SN19775539,19,Ziguinchor,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Orange Money,succes
6509,2026-01-26,08:31,2980,SN02999685,2,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6510,2026-02-01,10:13,2980,SN02999685,2,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Free Money,succes
6511,2026-01-31,13:17,2980,SN02999685,2,Dakar,DPP,1000,0,25.0,975.0,11.89,33.72,1,108.32,Agence Senelec,succes
6512,2026-02-24,18:02,2980,SN02999685,2,Dakar,DPP,2000,0,50.0,1950.0,14.29,165.52,2,0.0,Wave,succes
6513,2026-01-26,18:13,2981,SN18923038,18,Tambacounda,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6514,2026-01-26,12:41,2982,SN15811073,15,Louga,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6515,2026-02-01,08:06,2982,SN15811073,15,Louga,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6516,2026-02-21,16:42,2982,SN15811073,15,Louga,DPP,2000,0,50.0,1950.0,23.78,95.39,1,216.64,Orange Money,succes
6517,2026-02-20,15:02,2982,SN15811073,15,Louga,DPP,3000,0,75.0,2925.0,35.67,90.42,1,324.95,Wave,succes
6518,2026-01-26,14:10,2983,SN06792644,6,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
6519,2026-02-01,11:53,2983,SN06792644,6,Thiès,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Wave,succes
6520,2026-02-15,19:09,2983,SN06792644,6,Thiès,DPP,3000,0,75.0,2925.0,35.67,104.96,1,324.95,Orange Money,succes
6521,2026-02-16,10:16,2983,SN06792644,6,Thiès,DPP,2000,0,50.0,1950.0,23.78,113.4,1,216.64,Orange Money,succes
6522,2026-01-30,17:34,2983,SN06792644,6,Thiès,DPP,1000,0,25.0,975.0,11.89,27.22,1,108.32,Agence Senelec,succes
6523,2026-01-26,18:19,2984,SN04352284,4,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
6524,2026-02-01,14:55,2984,SN04352284,4,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6525,2026-02-06,09:59,2984,SN04352284,4,Dakar,DPP,2000,0,50.0,1950.0,23.78,40.18,1,216.64,Orange Money,succes
6526,2026-01-26,20:21,2985,SN05491057,5,Thiès,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Wave,succes
6527,2026-02-01,14:16,2985,SN05491057,5,Thiès,PPP,5000,429,125.0,4446.0,30.16,0.0,1,494.02,Wave,succes
6528,2026-02-08,18:18,2985,SN05491057,5,Thiès,PPP,3000,0,75.0,2925.0,15.41,142.87,2,0.0,Orange Money,succes
6529,2026-02-24,20:51,2985,SN05491057,5,Thiès,PPP,3000,0,75.0,2925.0,15.41,458.95,2,0.0,Wave,succes
6530,2026-01-26,12:19,2986,SN06393489,6,Thiès,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
6531,2026-01-26,14:10,2987,SN02798257,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6532,2026-02-01,10:08,2987,SN02798257,2,Dakar,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
6533,2026-01-26,19:33,2988,SN09827506,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
6534,2026-02-01,12:54,2988,SN09827506,9,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6535,2026-02-08,16:42,2988,SN09827506,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,56.71,1,324.95,Orange Money,succes
6536,2026-01-26,13:58,2989,SN09903891,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6537,2026-02-01,13:16,2989,SN09903891,9,Diourbel,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6538,2026-01-26,15:50,2990,SN09456885,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
6539,2026-01-26,18:29,2991,SN04553454,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Agence Senelec,succes
6540,2026-01-26,19:38,2992,SN04867105,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6541,2026-02-01,18:48,2992,SN04867105,4,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
6542,2026-01-28,11:42,2992,SN04867105,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,12.6,1,541.59,Orange Money,succes
6543,2026-01-26,14:56,2993,SN18395596,18,Tambacounda,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6544,2026-01-26,13:17,2994,SN23359417,23,Sédhiou,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6545,2026-02-01,10:57,2994,SN23359417,23,Sédhiou,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6546,2026-01-26,18:28,2995,SN05448062,5,Thiès,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Free Money,succes
6547,2026-02-01,10:06,2995,SN05448062,5,Thiès,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6548,2026-01-26,12:06,2996,SN06917850,6,Thiès,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6549,2026-02-01,20:55,2996,SN06917850,6,Thiès,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
6550,2026-02-10,13:51,2996,SN06917850,6,Thiès,DPP,3000,0,75.0,2925.0,35.67,62.21,1,324.95,Orange Money,succes
6551,2026-01-26,13:52,2997,SN13941207,13,Kaolack,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
6552,2026-01-26,18:29,2998,SN05341374,5,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6553,2026-01-26,10:16,2999,SN02389679,2,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6554,2026-01-26,19:50,3000,SN13665069,13,Kaolack,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Free Money,succes
6555,2026-01-26,13:56,3001,SN03777525,3,Dakar,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Orange Money,succes
6556,2026-01-26,10:03,3002,SN09837163,9,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6557,2026-02-01,17:14,3002,SN09837163,9,Diourbel,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
6558,2026-02-17,14:54,3002,SN09837163,9,Diourbel,DPP,2000,0,50.0,1950.0,23.78,89.34,1,216.64,Wave,succes
6559,2026-02-12,13:00,3002,SN09837163,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,61.03,1,108.32,Orange Money,succes
6560,2026-01-26,18:24,3003,SN02524092,2,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6561,2026-01-26,20:15,3004,SN06733733,6,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6562,2026-02-01,08:57,3004,SN06733733,6,Thiès,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6563,2026-02-04,09:46,3004,SN06733733,6,Thiès,DPP,9500,429,375.0,14196.0,112.95500000000001,23.27,2,0.0,Orange Money,succes
6564,2026-02-23,14:57,3004,SN06733733,6,Thiès,DPP,1000,0,25.0,975.0,7.14,174.51,2,0.0,Orange Money,succes
6565,2026-02-12,18:48,3004,SN06733733,6,Thiès,DPP,2000,0,50.0,1950.0,23.78,86.95,1,216.64,Wave,succes
6566,2026-01-26,08:35,3005,SN09465590,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
6567,2026-01-26,10:43,3006,SN10117189,10,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6568,2026-02-01,19:51,3006,SN10117189,10,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
6569,2026-01-26,17:24,3007,SN09703373,9,Diourbel,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Free Money,succes
6570,2026-01-26,09:09,3008,SN09333513,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6571,2026-01-26,20:02,3009,SN13849985,13,Kaolack,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6572,2026-01-26,16:21,3010,SN15254457,15,Louga,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6573,2026-02-01,08:19,3010,SN15254457,15,Louga,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6574,2026-01-26,19:47,3011,SN05468735,5,Thiès,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6575,2026-01-26,20:20,3012,SN06988916,6,Thiès,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6576,2026-02-01,14:31,3012,SN06988916,6,Thiès,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6577,2026-02-06,19:38,3012,SN06988916,6,Thiès,DPP,1000,0,25.0,975.0,11.89,28.94,1,108.32,Wave,succes
6578,2026-01-26,10:17,3013,SN01142771,1,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6579,2026-01-26,18:21,3014,SN03528635,3,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
6580,2026-01-26,15:35,3015,SN09821050,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
6581,2026-01-26,19:07,3016,SN02207937,2,Dakar,PPP,1000,0,25.0,975.0,6.61,0.0,1,108.27,Free Money,succes
6582,2026-01-26,10:29,3017,SN01828243,1,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
6583,2026-02-01,16:25,3017,SN01828243,1,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6584,2026-01-26,10:23,3018,SN09409306,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
6585,2026-02-01,13:10,3018,SN09409306,9,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
6586,2026-02-11,16:45,3018,SN09409306,9,Diourbel,DPP,2000,0,50.0,1950.0,23.78,78.36,1,216.64,Orange Money,succes
6587,2026-01-26,10:47,3019,SN01997288,1,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
6588,2026-02-01,19:47,3019,SN01997288,1,Dakar,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
6589,2026-01-27,10:29,3019,SN01997288,1,Dakar,DPP,5000,0,125.0,4875.0,59.45,4.72,1,541.59,Orange Money,succes
6590,2026-01-26,16:35,3020,SN03819632,3,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6591,2026-01-26,09:17,3021,SN13624371,13,Kaolack,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
6592,2026-01-26,16:01,3022,SN05186726,5,Thiès,PPP,5000,0,125.0,4875.0,33.07,0.0,1,541.69,Wave,succes
6593,2026-01-26,19:15,3023,SN09895948,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6594,2026-02-01,14:35,3023,SN09895948,9,Diourbel,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6595,2026-01-29,09:16,3023,SN09895948,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,12.87,1,108.32,Orange Money,succes
6596,2026-01-26,15:25,3024,SN09924150,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
6597,2026-01-26,16:41,3025,SN09508836,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6598,2026-02-01,09:36,3025,SN09508836,9,Diourbel,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6599,2026-02-07,19:25,3025,SN09508836,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,34.01,1,108.32,Orange Money,succes
6600,2026-01-26,18:59,3026,SN11743903,11,Saint-Louis,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
6601,2026-02-01,12:47,3026,SN11743903,11,Saint-Louis,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
6602,2026-02-07,16:09,3026,SN11743903,11,Saint-Louis,DPP,5000,0,125.0,4875.0,59.45,28.44,1,541.59,Orange Money,succes
